utt,spk,cond,hyp
p56_u08,p56,ce_lpf6k,15일 오후 4시 55분께 경기 파주시 등폐동 운정신두시의 환아파트 실축 현장 지하에서 콘크리트 양생 작업 중 근로자 다수가 일상화판소에 중급되는 사고가 났다.
p56_u08,p56,ce_lpf7k,15일 오후 4시 55분께 경기 파주시 등폐동 운정신두시의 환아파트 실축 현장 지하에서 콘크리트 양생 작업 중 근로자 다수가 일상화판소에 중급배난 사고가 났다.
p56_u08,p56,taps_notch,15일 오후 4시 55분께 경기 파주시 동폐동 운정실루시의 헌 아파트 실측행장 지하에서 콘크리트 양생 작업 중 근로자 다수가 14화 탄소에 중급되는 사공산업다.
p56_u08,p56,ce_notch,15일 오후 4시 55분께 경기 파주시 등태동 운정 신도시의 한 아파트 실축 현장 지하에서 콘크리트 양생 작업 중 근로자 다수가 일상화 탕소에 중급되는 사고가 났다.
p56_u08,p56,hyb_tapsLow_ceHigh,15일 오후 4시 55분께 경기 파주시 동태동 운정실루시의 헌 아파트 실축행장 지하에서 콘크리트 양생 작업 중 근로자 다수가 일상화판소에 중급되는 사고산업바.
p56_u08,p56,hyb_ceLow_tapsHigh,15일 오후 4시 55분께 경기 파주시 동폐동 운정신도시의 환아파트 실측현장 지하에서 콘크리트 양생 작업 중 근로자 다수가 일상화 탐소에 중급되는 사고 삼았다.
p56_u09,p56,mix0.00,"소가왕국은 중상 3명, 경상 6명 등 9명의 부상자를 당원으로 이성했다."
p56_u09,p56,mix0.25,"소가왕국은 중상 3형, 경상 6명 등 9명의 부상자를 당원으로 이성했다."
p56_u09,p56,mix0.50,"소방왕국은 중상세형, 강상 6명 등 9명의 부상자를 당원으로 이송했다."
p56_u09,p56,mix0.75,"소방방국은 중상세형, 강상 6명 등 9명의 부상자를 방원으로 이송했다."
p56_u09,p56,mix1.00,"소방왕국은 중상세형, 강상 6명 등 9명의 부상자를 방원으로 유성했다."
p56_u09,p56,mix1.25,"소방방국은 중성세형, 감상 6명 등 9명의 부상자를 병원으로 이송했다."
p56_u09,p56,mix1.50,"소방방국은 중성세형, 감성6명 등 9명의 부상자를 병원으로 이송했다."
p56_u09,p56,taps_lpf3k,"소가왕국은 중상세형, 정상 6명 등 9명의 부상자를 당원으로 이송했다."
p56_u09,p56,taps_lpf4k,"소가왕국은 중상 3명, 경상 6명 등 9명의 부상자를 당원으로 이송했다."
p56_u09,p56,taps_lpf5k,"소가왕복은 중상세형, 정상여선명 등 9명의 부상자를 당원으로 이송했다."
p56_u09,p56,taps_lpf6k,"소가왕복은 중상세형, 경상 6명 등 9명의 부상자를 당원으로 이성했다."
p56_u09,p56,taps_lpf7k,"소가왕국은 중상세형, 경상 6명 등 9명의 부상자를 당원으로 이성했다."
p56_u09,p56,ce_lpf3k,"소방망국은 중상세형, 감상 6명 등 9명의 부상자를 방원으로 이송했다."
p56_u09,p56,ce_lpf4k,"소방방국은 중상세형, 강상 6명 등 9명의 부상자를 방원으로 유성했다."
p56_u09,p56,ce_lpf5k,"소방왕국은 중상세형, 강상 6명 등 9명의 부상자를 방원으로 유성했다."
p56_u09,p56,ce_lpf6k,"소방왕국은 중상세형, 강상 6명 등 9명의 부상자를 방원으로 유성했다."
p56_u09,p56,ce_lpf7k,"소방왕국은 중상세형, 강상 6명 등 9명의 부상자를 방원으로 유성했다."
p56_u09,p56,taps_notch,"소가왕국은 중상 3명, 경상 6명 등 9명의 부상자를 당원으로 이성했다."
p56_u09,p56,ce_notch,"소상강국은 중상세형, 강상 6명 등 9명의 부상자를 방원으로 유성했다."
p56_u09,p56,hyb_tapsLow_ceHigh,"소가왕국은 중상 3명, 경상 6명 등 9명의 부상자를 당원으로 이송했다."
p56_u09,p56,hyb_ceLow_tapsHigh,"소방방국은 중상세형, 감상 6명 등 9명의 부상자를 당원으로 이송했다."
p56_u10,p56,mix0.00,의식이 없던 중상자 2명은 혈제 세복해 승용인을 지장이 없는 것으로 참해졌다.
p56_u10,p56,mix0.25,의식이 없던 중상자 2명은 혈제 세복해 승용인을 지장이 없는 것으로 참해졌다.
p56_u10,p56,mix0.50,의식이 없던 중상자 2명은 현재 세복해 생용인을 지장이 없는 것으로 전해졌다.
p56_u10,p56,mix0.75,의식이 없던 중상자 2명은 현재 회복해 생용이 될 지장이 없는 것으로 전해졌다.
p56_u10,p56,mix1.00,의식이 없던 증상자 2명은 현재 회복해 승인 후늘 지장이 없는 것으로 전해졌다.
p56_u10,p56,mix1.25,의식이 없던 중상자 2명은 현재 회복해 생일 후일 지장이 없는 것으로 참해졌다.
p56_u10,p56,mix1.50,의식이 없던 중상자 2명은 현재 회복해 생일 후일 지장이 없는 것으로 참해졌다.
p56_u10,p56,taps_lpf3k,의식이 없던 중상자 2명은 혈전 회복해 승용인을 지장이 없는 것으로 전해졌다.
p56_u10,p56,taps_lpf4k,의식이 없던 중상자 2명은 혈전 회복해 승용리는 지장이 없는 것으로 전해졌다.
p56_u10,p56,taps_lpf5k,의식이 없던 중상자 2명은 혈전 회복해 승용인을 지장이 없는 것으로 참해졌다.
p56_u10,p56,taps_lpf6k,의식이 없던 중상자 2명은 혈제 세복해 승용인을 지장이 없는 것으로 참해졌다.
p56_u10,p56,taps_lpf7k,의식이 없던 중상자 2명은 혈제 세복해 승용인을 지장이 없는 것으로 참해졌다.
p56_u10,p56,ce_lpf3k,의식이 없던 증상자 2명은 현재 회복해 승인이 지장이 없는 것으로 전해졌다.
p56_u10,p56,ce_lpf4k,의식이 없던 증상자 2명은 현재 회복해 승인 후는 지장이 없는 것으로 전해졌다.
p56_u10,p56,ce_lpf5k,의식이 없던 증상자 2명은 현재 회복해 생일무늬는 지장이 없는 것으로 전해졌다.
p56_u10,p56,ce_lpf6k,의식이 없던 증상자 2명은 현재 회복해 승인 후는 지장이 없는 것으로 전해졌다.
p56_u10,p56,ce_lpf7k,의식이 없던 증상자 2명은 현재 회복해 생일 후에는 지장이 없는 것으로 전해졌다.
p56_u10,p56,taps_notch,의식이 없던 중상자 2명은 현재 세복해 승용인을 지장이 없는 것으로 참해졌다.
p56_u10,p56,ce_notch,의식이 없던 증상자 2명은 현재 회복해 생일 후일 지장이 없는 것으로 전해졌다.
p56_u10,p56,hyb_tapsLow_ceHigh,의식이 없던 중상자 2명은 현재 회복해 승용민을 지장이 없는 것으로 전해졌다.
p56_u10,p56,hyb_ceLow_tapsHigh,의식이 없던 중상자 2명은 현재 회복해 생용인을 지장이 없는 것으로 참해졌다.
p56_u11,p56,mix0.00,"당초에는 중상매명, 감상열, 일동형 등 총 20개형의 부상자가 발생한 것으로 알려졌으나 단순 흐릿지 않은 집계에서 제외됐다."
p56_u11,p56,mix0.25,"당초에는 중상 4명, 감상 11명 등 총 21형의 부상자가 발생한 것으로 알려졌으나 단순 흐릿지 않은 집계에서 제외됐다."
p56_u11,p56,mix0.50,"당초에는 중상 4명, 감상 11명 등 총 21여 명의 부상자가 발생한 것으로 알려졌으나 단순 휴백자는 집계에서 제외됐다."
p56_u11,p56,mix0.75,"당초에는 중상 4명, 경상 10명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 흡입자는 집계에서 제외됐다."
p56_u11,p56,mix1.00,"당초에는 중성 4명, 경성 17명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 후배자는 집계에서 재례됐다."
p56_u11,p56,mix1.25,"당초에는 중성 4명, 경성 10명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 희백자는 집계에서 재례됐다."
p56_u11,p56,mix1.50,"당초에는 중상후 4명, 경상후 10, 15 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 휴백자는 집계에서 제례됐다."
p56_u11,p56,taps_lpf3k,"당초에는 중상 4명, 감상 11명 등 총 21형의 부상자가 발생한 것으로 알려졌으나 단순 흡입자는 집계에서 제외됐다."
p56_u11,p56,taps_lpf4k,"당초에는 중상 4명, 감상 11명 등 총 21여 명의 부상자가 발생한 것으로 알려졌으나 단춘 흡입자는 집계에서 제외됐다."
p56_u11,p56,taps_lpf5k,"당초에는 중상 매명, 감상 11호형 등 총 21형의 부상자가 발생한 것으로 알려졌으나 단춘 휴빗자는 집계에서 제외됐다."
p56_u11,p56,taps_lpf6k,"당초에는 중상 매명, 감상 11호형 등 총 20개형의 부상자가 발생한 것으로 알려졌으나 단춘 흐빗자는 집계에서 제외됐다."
p56_u11,p56,taps_lpf7k,"당초에는 중상매명, 감상열, 일부형 등 총 20개형의 부상자가 발생한 것으로 알려졌으나 단춘 흐릿자는 집계에서 제외됐다."
p56_u11,p56,ce_lpf3k,"당초에는 증상 내면, 검상 열, 일곱 명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 소백자는 집계에서 제외됐다."
p56_u11,p56,ce_lpf4k,"당초에는 증상 내면, 검상 열, 일곱 명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 후배자는 집계에서 재례됐다."
p56_u11,p56,ce_lpf5k,"당초에는 증상 내면, 검상 열, 일곱 명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 후배자는 집계에서 제례됐다."
p56_u11,p56,ce_lpf6k,"당초에는 중성 4명, 경성 17명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 후배자는 집계에서 재례됐다."
p56_u11,p56,ce_lpf7k,"당초에는 중성 4명, 경성 17명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 후배자는 집계에서 재례됐다."
p56_u11,p56,taps_notch,"당초에는 중상매명, 감상열, 일동형 등 총 20개형의 부상자가 발생한 것으로 알려졌으나 단순 흐릿지 않은 집계에서 제외됐다."
p56_u11,p56,ce_notch,"당초에는 중성 4명, 경성 17명 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 후배자는 집계에서 재례됐다."
p56_u11,p56,hyb_tapsLow_ceHigh,"당초에는 중상 4명, 감상 11명 등 총 21여 명의 부상자가 발생한 것으로 알려졌으나 단촌 휴빗자는 집계에서 제외됐다."
p56_u11,p56,hyb_ceLow_tapsHigh,"당초에는 중상 4명, 경상 11, 0형 등 총 21명의 부상자가 발생한 것으로 알려졌으나 단순 희백자는 집계에서 재례됐다."
p56_u12,p56,mix0.00,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,mix0.25,다만 통증을 호소하는 근로자들을 추가 후파학 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,mix0.50,다만 통증을 호소하는 근로자들을 추가 후파학 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,mix0.75,다만 통증을 호소하는 근로자들을 추가 후파학 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,mix1.00,다만 통증을 호소하는 근로자들을 추가 후파하고 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,mix1.25,다만 통증 호소하는 근로자들을 추가 후파약증이어서 부상자가 늘어날 수 있다.
p56_u12,p56,mix1.50,다만 통증은 호소하는 근로자들을 추가 후파약증이어서 부상자가 늘어날 수 있다.
p56_u12,p56,taps_lpf3k,다만 통증을 고수하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,taps_lpf4k,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,taps_lpf5k,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,taps_lpf6k,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,taps_lpf7k,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,ce_lpf3k,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,ce_lpf4k,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,ce_lpf5k,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,ce_lpf6k,다만 통증을 호소하는 근로자들을 추가 후파하고 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,ce_lpf7k,다만 통증을 호소하는 근로자들을 추가 후파하고 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,taps_notch,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,ce_notch,다만 통증을 호소하는 근로자들을 추가 후파학 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,hyb_tapsLow_ceHigh,다만 통증을 호소하는 근로자들을 추가 후 파악 중이어서 부상자가 늘어날 수 있다.
p56_u12,p56,hyb_ceLow_tapsHigh,다만 통증을 호소하는 근로자들을 추가 후파하고 중이어서 부상자가 늘어날 수 있다.
p56_u13,p56,mix0.00,사고는 코그리트 양생 작업 중 우스텔 난로를 키우다가 발생한 것으로 추정된다.
p56_u13,p56,mix0.25,사고는 코그리트 양생 작업 중 스텔난로를 키우다가 발생한 것으로 추정된다.
p56_u13,p56,mix0.50,사고는 코크리트 양생 작업 중 스텔라로를 튀어다가 발생한 것으로 추정된다.
p56_u13,p56,mix0.75,사고는 콘크리트 양생 작업 중 스탠라로를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,mix1.00,사고는 콘크리트 양생 작업 중 스탄라노를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,mix1.25,사고는 콘크리트 야우생 작업 중 스탠라노를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,mix1.50,사고는 콘크리트 야우생 작업 중 스탠라노를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,taps_lpf3k,사고는 콘크리트 양생 작업 중 스팰난로를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,taps_lpf4k,사고는 코크리트 양생 작업 중 우스팔 난로를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,taps_lpf5k,사고는 코그리트 양생 작업 중 우스텔 난로를 키우다가 발생한 것으로 추정된다.
p56_u13,p56,taps_lpf6k,사고는 코그리트 양생 작업 중 우스텔 난로를 키우다가 발생한 것으로 추정된다.
p56_u13,p56,taps_lpf7k,사고는 코그리트 양생 작업 중 우스텔 난로를 키우다가 발생한 것으로 추정된다.
p56_u13,p56,ce_lpf3k,사고는 콘크리트 양생 작업 중 스턴 난로를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,ce_lpf4k,사고는 콘크리트 양생 작업 중 스탄라로를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,ce_lpf5k,사고는 콘크리트 양생 작업 중 스탄라로를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,ce_lpf6k,사고는 콘크리트 양생 작업 중 스탄라노를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,ce_lpf7k,사고는 콘크리트 양생 작업 중 스탄라노를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,taps_notch,사고는 코그리트 양생 작업 중 우스텔 난로를 키우다가 발생한 것으로 추정된다.
p56_u13,p56,ce_notch,사고는 콘크리트 양생 작업 중 스탄라노를 피우다가 발생한 것으로 추정된다.
p56_u13,p56,hyb_tapsLow_ceHigh,사고는 콘크리트 양생 작업 중 우스팔 난로를 피우다가 발생한 것으로 추상된다.
p56_u13,p56,hyb_ceLow_tapsHigh,사고는 콘크리트 양생 작업 중 스탈라로를 피우다가 발생한 것으로 추정된다.
p56_u14,p56,mix0.00,관계당국은 구조대 등 인력 38명과 장비 11억 대 등을 동원하고 구급 등 후의 단계를 발령했다가 이날 오후 6시 15분께 해피했다.
p56_u14,p56,mix0.25,관계당국은 구조대 등 인력 38명과 장비 11억대 등을 동원하고 구급 등의 단계를 발령했다가 이날 오후 6시 15분께 해피했다.
p56_u14,p56,mix0.50,관계당국은 구조대 등 인력 38명과 장비 11억대 등을 도원하고 구급 등을 1단계를 발령했다가 이날 오후 6시 15분께 해피했다.
p56_u14,p56,mix0.75,관계당국은 구조대 등 인력 38명과 장비 11배 등을 도움하고 구급 등을 1단계를 발령했다가 이날 오후 6시 15분께 회피했다.
p56_u14,p56,mix1.00,관계당국은 구조대 등 인력 48명과 장비 11배 등을 도움하고 구급 등을 1단계를 발령했다가 이나 오후 6시 15분께 회피했다.
p56_u14,p56,mix1.25,관계당국은 구조대 등 인력 38명과 장비 17배 등을 도움하고 구급 등을 1단계를 발령했다가 이날 오후 6시 15분께 회피했다.
p56_u14,p56,mix1.50,관계당국은 구조대 등 인력 38명과 장비 11배 등을 도움하고 구급 등을 1단계를 발령했다가 이날 오후 6시 15분께 회피했다.
p56_u14,p56,taps_lpf3k,관계당국은 구조대 등 인력 38명과 장비 11억 대 등을 도움하고 구급 등의 단계를 발령했다가 이날 오후 6시 15분께 회피했다.
p56_u14,p56,taps_lpf4k,관계당국은 구조대 등 인력 38명과 장비 11억 대 등을 조언하고 구급 등 후의 단계를 발령했다가 이날 오후 6시 15분께 회피했다.
p56_u14,p56,taps_lpf5k,관계당국은 구조대 등 인력 38명과 장비 11억 대 등을 동원하고 구급 등의 단계를 발령했다가 이날 오후 6시 15분께 회피했다.
p56_u14,p56,taps_lpf6k,관계당국은 구조대 등 인력 38명과 장비 11억대 등을 동원하고 구급 등 후의 단계를 발령했다가 이날 오후 6시 15분께 해피했다.
p56_u14,p56,taps_lpf7k,관계당국은 구조대 등 인력 38명과 장비 11억대 등을 동원하고 구급 등 후의 단계를 발령했다가 이날 오후 6시 15분께 회피했다.
p56_u14,p56,ce_lpf3k,관계당국은 구조대 등 인력 38명과 장비 17배 등을 도원하고 구급된 일단계를 발령했다가 이날 오후 6시 15분께 해체했다.
p56_u14,p56,ce_lpf4k,관계당국은 구조대 등 인력 38명과 장비 11배 등을 도원하고 구급 등 1단계를 발령했다가 이날 오후 6시 15분께 해체했다.
p56_u14,p56,ce_lpf5k,관계당국은 구조대 등 인력 38명과 장비 11배 등을 도움하고 구급 등을 1단계를 발령했다가 이나 오후 6시 15분께 해체했다.
p56_u14,p56,ce_lpf6k,관계당국은 구조대 등 인력 38명과 장비 11배 등을 도움하고 구급 등을 1단계를 발령했다가 이나 오후 6시 15분께 회피했다.
p56_u14,p56,ce_lpf7k,관계당국은 구조대 등 인력 48명과 장비 11배 등을 도움하고 구급 등을 1단계를 발령했다가 이나 오후 6시 15분께 회피했다.
p56_u14,p56,taps_notch,관계당국은 구조대 등 일략 30여 별명과 장비 11억 대 등을 동원하고 구급 등의 단계를 발령했다가 이날 오후 6시 15분께 해피했다.
p56_u14,p56,ce_notch,관계당국은 구조대 등 인력 38명과 장비 11배 등을 도움받고 구급되는 1단계를 발령했다가 이날 오후 6시 15분께 회피했다.
p56_u14,p56,hyb_tapsLow_ceHigh,관계당국은 구조대 등 인력 38명과 장비 11억 대 등을 도움하고 구급 등 후의 단계를 발령했다가 이날 오후 6시 15분께 해피했다.
p56_u14,p56,hyb_ceLow_tapsHigh,관계당국은 구조대 등 인력 38명과 장비 17대 등을 동원하고 구급 등은 1단계를 발령했다가 이나 오후 6시 15분쯤 해퇴했다.
p56_u15,p56,mix0.00,절차감사현장에서 콘크리트 등의 부온 양생을 할 때 기퇴른 한강에서 난로를 키워나가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,mix0.25,절차감사현장에서 콘크리트 등의 부온 양생을 할 때 길테른 한강에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,mix0.50,절차감사현장에서 콘크리트 등의 부온 양생을 할 때 길페른 한강에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,mix0.75,절차감사현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,mix1.00,겨울철 감사 현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,mix1.25,절차 감소 현장에서 콘크리트 등의 부문 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,mix1.50,제오특 강사 현장에서 콘크리트 등의 부문 양생을 할 때 이 테레비전 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,taps_lpf3k,절차감사현장에서 콩프리트 등의 보온 양생을 할 때 리퍼렌 상장에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,taps_lpf4k,절차감사현장에서 콤프리트 등의 보온 양생화할 때 길테른 한강에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,taps_lpf5k,절차감사현장에서 콘크리트 등의 보온 양생을 할 때 길테른 한강에서 난로를 키워나가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,taps_lpf6k,절차감사현장에서 콘크리트 등의 부온 양생을 할 때 기태른 한강에서 난로를 키워나가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,taps_lpf7k,절차감사현장에서 콘크리트 등의 부온 양생을 할 때 기태른 한강에서 난로를 키워나가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,ce_lpf3k,겨울철 강사 현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,ce_lpf4k,절차감사현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,ce_lpf5k,절차감사현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,ce_lpf6k,겨울철 감사 현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,ce_lpf7k,겨울철 감사 현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,taps_notch,저열처 감사 현장에서 콘크리트 등의 부온 양생을 할 때 리퍼른 한강에서 난로를 키워나가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,ce_notch,절차감사현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,hyb_tapsLow_ceHigh,철철 간사 현장에서 콘크리트 등의 부온 양생을 할 때 기퇴된 한강에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u15,p56,hyb_ceLow_tapsHigh,절차 감소 현장에서 콘크리트 등의 보온 양생을 할 때 밀폐된 환경에서 난로를 키우다가 일산화탄소 중독으로 이어질 수 있다.
p56_u16,p56,mix0.00,이 쌀과 탕소는 무색무치의 기체로 갈타이나 폭탄 등 연료가 분안전 연소할 때 발생한다.
p56_u16,p56,mix0.25,일상화탕소는 무색무치의 기체로 갈타리나 폭탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,mix0.50,일상화탄소는 무색무치의 기체로 갈탄이나 폭탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,mix0.75,일상의 장소는 무색무치의 기체로 갈탄이나 호탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,mix1.00,일상의 탄소는 무색무치의 기체로 갈탄이나 석탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,mix1.25,일상의 탄소는 무색무치의 기체로 갈탄이나 호탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,mix1.50,일상화탄소는 무색무치의 기체로 갈탄이나 폭탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,taps_lpf3k,일산락탕소는 무색 누치의 기체로 갈타리나 석탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,taps_lpf4k,이 쌀각탕소는 무색 누치의 기체로 갈타이나 석탄 등 연료가 분안전 연소할 때 발생한다.
p56_u16,p56,taps_lpf5k,이 쌀과 탕소는 무색 누치의 기체로 갈타리나 포턴 등 연료가 분안전 연소할 때 발생한다.
p56_u16,p56,taps_lpf6k,이 쌀과탕소는 무색무치의 기체로 갈타리나 폭탄 등 연료가 분안전 연소할 때 발생한다.
p56_u16,p56,taps_lpf7k,이 쌀과 탕소는 무색무치의 기체로 갈타리나 폭탄 등 연료가 분안전 연소할 때 발생한다.
p56_u16,p56,ce_lpf3k,일상의 장소는 무색무치의 기체로 갈탄이나 석탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,ce_lpf4k,일상의 장소는 무색무치의 기체로 갈탄이나 석탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,ce_lpf5k,일상의 장소는 무색무치의 기체로 갈탄이나 석탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,ce_lpf6k,일상의 탄소는 무색무치의 기체로 갈탄이나 석탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,ce_lpf7k,일상의 탄소는 무색무치의 기체로 갈탄이나 석탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,taps_notch,일상화탕소는 무색무치의 기체로 갈타이나 폭턴 등 연료가 분안전 연소할 때 발생한다.
p56_u16,p56,ce_notch,일상의 탄소는 무색무치의 기태로 갈탄이나 석탄 등 연료가 불안전 연소할 때 발생한다.
p56_u16,p56,hyb_tapsLow_ceHigh,이 쌍각탕수는 무색 누치의 기체로 갈타이나 석탄 등 연료가 분안전 연소할 때 발생한다.
p56_u16,p56,hyb_ceLow_tapsHigh,일상의 탄소는 무색무치의 기체로 갈탄이나 폭탄 등 연료가 불안전 연소할 때 발생한다.
p56_u17,p56,mix0.00,문재일 대통령은 25일 차화대 여민관에서 마지막 수석 보좌관 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,mix0.25,문재일 대통령은 25일 청와대 여민관에서 마지막 수석 보좌감 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,mix0.50,문재일 대통령은 25일 청와대 여민관에서 마지막 수석 보좌감 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,mix0.75,문재인 대통령은 25일 청와대 여민관에서 마지막 수석 보좌관 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,mix1.00,문재인 대통령은 25일 청와대 여민관에서 마지막 수석 보좌관 회의를 주재하고 감회가 깼다고 소감을 밝혔다.
p56_u17,p56,mix1.25,문재인 대통령은 25일 청와대 여민관에서 마지막 수석 보좌관 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,mix1.50,문재인 대통령은 25일 청와대 여민관에서 마지막 수석 도자감 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,taps_lpf3k,문재일 대통령은 25일 차화대 여민위관에서 마지막 수석 보좌감 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,taps_lpf4k,문재일 대통령은 25일 차화대 여민관에서 마지막 수석 보좌감 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,taps_lpf5k,문재일 대통령은 25일 차화대 여민관에서 마지막 수석 보좌감 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,taps_lpf6k,문재일 대통령은 25일 차화대 여민관에서 마지막 수석 보좌감 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,taps_lpf7k,문재일 대통령은 25일 차화대 여민관에서 마지막 수석 보좌관 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
p56_u17,p56,ce_lpf3k,문재인 대통령은 25일 청와대 여민관에서 마지막 수석 도자관 회의를 주재하고 감회가 깊다고 소감을 밝혔다.
